NEIGHBORHOOD,BOROUGH,BLOCK,LOT,MULTI-LOT,DATE,PRICE,LOT AREA,LOT FRONTAGE,LOT TYPE,ZONING 1,ZONING 2,OVERLAY 1,OVERLAY 2,SPECIAL DISTRICT,MIH/VIH,BASE FAR,BASE ZFA,PPZFA,Date,Rate
Bedford Park,The Bronx,3315,19,No,2018-12-05,2790000,7324,75.0,Interior,R8,,,,,,6.02,44090,63,2018-12-05,2.25
Lower East Side,Manhattan,423,"9, 11, 12",Yes,2018-12-03,56405000,11512,224.0,Corner,C6-1G ,C6-3A,,,,VIH,4.0,127081,444,2018-12-03,2.25
Port Morris,The Bronx,2323,13,No,2018-11-30,11150000,25000,143.0,Interior,R7-2,,C2-4,,HRW,VIH,3.45,86250,129,2018-11-30,2.25
Hell's Kitchen,Manhattan,735,"25, 27, 30, 35",Yes,2018-11-28,84000020,17318,148.25,Interior ,C1-7A ,,,,HY,,6.02,104254,806,2018-11-28,2.25
Williamsbridge,The Bronx,4671,"7, 9",Yes,2018-11-27,1493862,21078,34.0,Interior,R6A,,,,,,3.0,63234,24,2018-11-27,2.25
Wakefield,The Bronx,5069,57,No,2018-11-09,2600000,15040,103.25,Interior,R6,,C2-2,,,,3.0,45120,58,2018-11-09,2.25
Concourse Village,The Bronx,2424,17,No,2018-11-01,1050000,6122,172.45,Corner,R7-1,,,,,,3.44,21060,50,2018-11-01,2.25
Eastchester,The Bronx,5283,43,No,2018-11-01,4000000,38855,288.42,Through,M2-1,,,,,,2.0,77710,51,2018-11-01,2.25
Williamsbridge,The Bronx,4668,"60, 64",Yes,2018-10-31,1100000,4474,59.13,Interior,R5,,,,,,1.25,5593,197,2018-10-31,2.25
Concourse,The Bronx,2473,8,No,2018-10-30,1875000,8448,88.68,Interior,R8,,,,,,6.02,50857,37,2018-10-30,2.25
Financial District,Manhattan,79,27,No,2018-10-17,41000000,5612,56.0,Interior,C5-5 ,,,,LM,,15.0,139373,294,2018-10-17,2.25
Wakefield,The Bronx,5081,89,No,2018-10-15,2900000,15800,126.0,Interior,R6 ,,C2-2,,,,3.0,47400,61,2018-10-15,2.25
Hell's Kitchen,Manhattan,1058,7504,No,2018-10-09,4650000,2510,25.0,Interior,R8,,,,CL,,4.2,10542,441,2018-10-09,2.25
Belmont,The Bronx,3047,63,No,2018-09-24,1350000,4133,40.0,Interior,C4-4A,,,,,VIH,3.45,14259,95,2018-09-24,2.0
Little Italy,Manhattan,206,24,No,2018-09-21,12800000,5088,50.42,Interior,C6-2G  ,,,,LI,,,29456,435,2018-09-21,2.0
Flatiron District,Manhattan,816,1,No,2018-09-12,52750000,8438,187.0,Corner,C6-3A ,,,,,,7.52,63248,834,2018-09-12,2.0
Hudson Yards,Manhattan,707,20,No,2018-09-07,96000000,23400,118.72,Corner ,C6-4   ,,,,HY,,10.0,234000,410,2018-09-07,2.0
Mott Haven,The Bronx,"2316, 2319","1, 2",Yes,2018-09-05,165000000,194721,1110.0,Corner,M1-3/R8,,,,HRW,,6.02,1172220,141,2018-09-05,2.0
Lenox Hill,Manhattan,1426,"120, 121, 27",Yes,2018-08-28,30200000,7926,74.0,Interior , C1-9 ,R10A,C1-5,,TA,,10.0,79260,381,2018-08-28,2.0
Mount Eden,The Bronx,2857,8,No,2018-08-27,3400000,13394,150.0,interior,C8-3,,,,,,2.0,26788,127,2018-08-27,2.0
Bedford Park,The Bronx,3309,39,No,2018-08-23,4618125,10258,90.17,interior,R8,,C1-3,,C,,,69020,67,2018-08-23,2.0
Harding Park,The Bronx,3455,143,No,2018-08-21,5250000,64652,344.75,Interior,R3-2,,C1-1,,,,0.5,32326,162,2018-08-21,2.0
Concourse,The Bronx,2488,"1, 12, 14",Yes,2018-08-15,24726000,53510,474.0,Corner,R9A,,C2-4,,J,MIH,8.5,454835,54,2018-08-15,2.0
Lenox Hill,Manhattan,1431,"1, 48, 46, 45, 144",Yes,2018-08-03,163555829,18595,213.0,Interior ,C1-9,,,,,,10.0,258493,633,2018-08-03,2.0
Chelsea,Manhattan,778,"36, 38",Yes,2018-07-24,36000000,7177,98.0,Corner,M1-6 ,,,,VIH,,10.0,71770,502,2018-07-24,2.0
Jerome Park,The Bronx,3301,155,No,2018-07-23,3500000,10420,220.0,Corner,R7B  ,,C1-3,,,,3.0,31260,112,2018-07-23,2.0
Stapleton Heights,Staten Island,492,48,No,2018-07-19,1000000,3750,50.0,Interior,C4-2,,,,,,3.4,12750,78,2018-07-19,2.0
West Bronx,The Bronx,2812,"26, 27, 28",Yes,2018-07-12,4700000,7596,75.0,Through,R8,,,,,,6.02,45728,103,2018-07-12,2.0
Mariners Harbor,Staten Island,1205,19,No,2018-07-09,2585000,135700,141.58,Interior,M3-1,,,,,,2.0,271400,11,2018-07-09,2.0
Stapleton Heights,Staten Island,492,31,No,2018-07-09,3000000,13500,180.0,Corner,C4-2A ,,,,SW,,3.0,40500,64,2018-07-09,2.0
Brighton Heights,Staten Island,6,138,No,2018-07-05,3600000,3750,37.5,Interior,C4-2,,,,SG,,3.4,12750,282,2018-07-05,2.0
Jerome Park,The Bronx,3311,32,No,2018-06-26,1575000,5000,50.0,Interior,R8,,,,,,6.02,30100,52,2018-06-26,2.0
East Harlem,Manhattan,1753,108,No,2018-06-26,1275000,1932,19.32,Interior,R7B,,,,,,3.0,5796,220,2018-06-26,2.0
Jerome Park,The Bronx,3312,"8, 11, 12",Yes,2018-06-25,3607935,8986,100.0,Interior,R8,,,,,,6.02,54096,67,2018-06-25,2.0
Mott Haven,The Bronx,2345,1,No,2018-06-18,3595100,4937,60.33,Corner,C6-2A,,,,,VIH,5.4,26660,135,2018-06-18,2.0
Central Harlem,Manhattan,1722,59,No,2018-06-08,26500000,12615,125.0,Interior,C6-3   ,,,,125TH,VIH,5.4,139200,190,2018-06-08,1.75
Hell's Kitchen,Manhattan,1076,1,No,2018-06-08,93125000,30125,508.0,Corner ,R8A , R8,C2-5,,CL,VIH,,187000,498,2018-06-08,1.75
Jerome Park,The Bronx,3310,20,No,2018-06-06,1175000,4367,50.0,Interior,R8,,,,,,6.02,26289,45,2018-06-06,1.75
Tremont,The Bronx,3068,69,No,2018-06-01,2100000,18984,153.86,Corner,R7-1,,,,,,4.0,75936,28,2018-06-01,1.75
Central Harlem,Manhattan,2007,"16, 17",Yes,2018-05-16,3828000,5196,52.0,Interior,R7-2 ,,,,,,3.44,17874,214,2018-05-16,1.75
Jerome Park,The Bronx,3281,75,No,2018-05-14,2650000,6340,51.17,Interior,R8,,,,,,6.02,38167,69,2018-05-14,1.75
Mount Eden,The Bronx,2856,53,No,2018-05-10,11100000,22914,239.75,Corner,R8A  ,,C2-4,,J,MIH,7.2,164981,67,2018-05-10,1.75
SoHo,Manhattan,475,60,No,2018-05-08,13750000,2500,25.0,Interior,M1-5/R7X,,,,SNX,,5.0,12500,1100,2018-05-08,1.75
Great Kills,Staten Island,4633,291,No,2018-05-01,1150000,12241,50.58,Interior,C4-1,R3-2,,,SRD,,1.0,12241,94,2018-05-01,1.75
Chelsea,Manhattan,753,42,No,2018-04-30,27500000,6635,92.0,Corner,C6-3X,,,,,,9.0,59635,461,2018-04-30,1.75
Bloomfield,Staten Island,1815,204,No,2018-04-26,1900000,108900,,Interior,M3-1,,,,,,2.0,217800,9,2018-04-26,1.75
Bloomfield,Staten Island,1815,192,No,2018-04-26,1900000,31752,147.0,Interior,M3-1,,,,,,2.0,63504,30,2018-04-26,1.75
SoHo,Manhattan,476,56,No,2018-04-24,9000000,2726,29.0,Interior,M1-5/R10,,,,SNX,,5.0,13630,660,2018-04-24,1.75
Allerton,The Bronx,4428,"5, 7, 10, 11, 12, 13, 14, 15, 54, 55, 112, 114",Yes,2018-04-18,4300000,24700,300.0,Corner,R6,,,,,,,62340,69,2018-04-18,1.75
East Village,Manhattan,385,24,No,2018-04-18,12000000,5253,49.58,Interior,R8B,,,,,,4.0,21012,571,2018-04-18,1.75
Unionport,The Bronx,3797,33,No,2018-04-12,68000000,60979,289.5,Corner,R7A  ,,C2-4,,,MIH,4.6,280503,18,2018-04-12,1.75
Lower East Side,Manhattan,346,150,No,2018-04-12,5125000,40776,810.0,Corner,R8  ,,C2-5,,,,7.2,209500,325,2018-04-12,1.75
Mott Haven,The Bronx,2601,57,No,2018-04-11,5325000,19034,150.2,Interior,M1-3,,,,,,5.0,95170,56,2018-04-11,1.75
Mott Haven,The Bronx,2314,84,No,2018-03-15,1650000,5000,50.0,Interior,R6,,,,,,2.0,10000,165,2018-03-15,1.25
Hunts Point,The Bronx,2766,226,No,2018-03-14,2500000,26099,161.02,Through,M1-2,,,,HP,,2.0,52198,48,2018-03-14,1.25
Norwood,The Bronx,3355,61,No,2018-03-13,1625000,22376,37.11,Corner,R7B  ,,,,,,3.0,67128,24,2018-03-13,1.25
Morrisania,The Bronx,2372,30,No,2018-03-09,1600000,6541,60.44,Interior,M1-1/R7-2,,,,MX-7,,4.0,26164,61,2018-03-09,1.25
Fairmont Claremont Village,The Bronx,2980,17,No,2018-03-07,2350000,10000,100.0,Interior,R7-1,,C2-4,,,,4.0,40000,59,2018-03-07,1.25
Central Harlem,Manhattan,1918,3,No,2018-03-07,1441558,1875,25.0,Interior,R7-2  ,,C1-4,,,,4.0,7500,192,2018-03-07,1.25
Williamsbridge,The Bronx,4657,"42, 71",Yes,2018-03-06,8000000,35006,350.01,Interior,R7A  ,,,,,,4.0,140024,57,2018-03-06,1.25
East Harlem,Manhattan,1767,27,No,2018-02-08,1975000,2523,25.0,Interior,R7A,,,,,,4.0,10024,197,2018-02-08,1.25
Mott Haven,The Bronx,2600,96,No,2018-02-07,2350000,7270,61.25,Corner,R7X,,,,,MIH,6.0,43620,54,2018-02-07,1.25
Washington Heights,Manhattan,2110,104,No,2018-01-12,1500000,2813,25.0,Interior,R7-2,,,,,,4.0,11252,133,2018-01-12,1.25
Yorkville,Manhattan,1548,47,No,2018-01-12,12488851,1839,18.0,Interior,C2-8A ,,,,TA,,10.0,14160,882,2018-01-12,1.25
Mount Eden,The Bronx,2793,5,No,2018-01-03,18000000,9500,100.0,Corner,R8,,,,,,6.02,57190,93,2018-01-03,1.25
Belmont,The Bronx,3049,"13, 22",No,2018-01-03,5345000,22112,350.0,Corner,C4-5X,,,,,VIH,3.75,82920,217,2018-01-03,1.25
